slot,id,time,rate [ct./kWh],energy [kWh],seller,buyer
2018-08-14T17:00:00+02:00,6b6ea627-88b7-4e68-84f2-4962a45279a0,2018-08-14T17:00:45+02:00,27.27,0.007800000000000008,IAA House 4,Cell Tower
2018-08-14T17:00:00+02:00,480c6c72-d7cc-4c7a-914e-cb72c0397d33,2018-08-14T17:01:00+02:00,27.27,0.017199999999999993,IAA House 5,Cell Tower
2018-08-14T17:15:00+02:00,dedb5ea0-d593-4cfd-be85-c48b00be47ed,2018-08-14T17:15:30+02:00,27.27,0.013699999999999997,IAA House 4,Cell Tower
2018-08-14T17:15:00+02:00,6e410d0e-43e9-47c8-be46-3324f144f4f5,2018-08-14T17:15:45+02:00,27.27,0.011300000000000003,IAA House 4,Cell Tower
2018-08-14T17:30:00+02:00,36a33295-cec6-43b9-af97-ae459e05f5cc,2018-08-14T17:30:45+02:00,27.27,0.005599999999999071,IAA House 5,Cell Tower
2018-08-14T17:30:00+02:00,65a67810-2c5c-4395-add8-25f29f120b2a,2018-08-14T17:31:00+02:00,27.27,0.01940000000000093,IAA House 1,Cell Tower
2018-08-14T17:45:00+02:00,5b51b8b2-6bc0-48e2-8431-632469e24e5a,2018-08-14T17:45:30+02:00,27.27,0.0070000000000000045,IAA House 4,Cell Tower
2018-08-14T17:45:00+02:00,e9d2b068-7cb4-4f2a-8b80-b08d930c9c03,2018-08-14T17:45:45+02:00,27.27,0.0046,IAA House 5,Cell Tower
2018-08-14T17:45:00+02:00,ec1698d3-21e6-4b6a-b423-9cd1006ab684,2018-08-14T17:46:00+02:00,27.27,0.013399999999999997,IAA House 4,Cell Tower
2018-08-14T18:00:00+02:00,27c883d4-c361-489f-813a-368468b8605a,2018-08-14T18:00:45+02:00,27.27,0.007399999999999997,IAA House 4,Cell Tower
2018-08-14T18:00:00+02:00,517e9285-577c-4410-b16a-fdb9616b7691,2018-08-14T18:01:00+02:00,27.27,0.0176,IAA House 4,Cell Tower
2018-08-14T18:15:00+02:00,67cc9a1e-7b22-4762-906c-700c7bc47ff2,2018-08-14T18:15:30+02:00,27.27,0.025,IAA House 1,Cell Tower
2018-08-14T18:30:00+02:00,22135f55-5655-4963-918e-877942805890,2018-08-14T18:30:45+02:00,27.27,0.0032000000000000223,IAA House 4,Cell Tower
2018-08-14T18:30:00+02:00,15a26e69-f8b1-4941-99a3-5067c200c076,2018-08-14T18:31:00+02:00,27.27,0.012399999999999987,IAA House 4,Cell Tower
2018-08-14T18:30:00+02:00,91422091-ef48-4017-9117-4caf24df678b,2018-08-14T18:31:15+02:00,27.27,0.009399999999999988,IAA House 1,Cell Tower
2018-08-14T18:45:00+02:00,8088a1ae-f507-441e-85a6-ff0c483bf03e,2018-08-14T18:45:45+02:00,27.27,0.01139999999999855,IAA House 1,Cell Tower
2018-08-14T18:45:00+02:00,6bffa9a2-7475-4345-8db0-47545680a5cc,2018-08-14T18:46:00+02:00,27.27,0.01360000000000145,IAA House 1,Cell Tower
2018-08-14T19:00:00+02:00,5c1d5b44-b8fa-4940-8f72-e957f5608b67,2018-08-14T19:00:45+02:00,27.27,0.025,IAA House 1,Cell Tower
2018-08-14T19:15:00+02:00,70828c0a-3a36-4c02-a302-96e90eb7cbef,2018-08-14T19:15:30+02:00,27.27,0.025,IAA House 4,Cell Tower
2018-08-14T19:30:00+02:00,62949596-9863-4de4-b0b1-5c72e7bb873e,2018-08-14T19:30:45+02:00,27.27,0.025,IAA House 1,Cell Tower
2018-08-14T19:45:00+02:00,1fe0784e-5fa0-4e5c-8b34-f915d7bc3449,2018-08-14T19:45:30+02:00,27.27,0.025,IAA House 4,Cell Tower
2018-08-14T20:00:00+02:00,67cb2efc-4adf-4091-8f43-ed7f34da1f1f,2018-08-14T20:00:30+02:00,27.27,0.025,IAA House 4,Cell Tower
2018-08-14T20:15:00+02:00,629e45cb-a970-42d4-8460-a6a5e9233a28,2018-08-14T20:15:30+02:00,27.27,0.014400000000000003,IAA House 4,Cell Tower
2018-08-14T20:15:00+02:00,d53efdb9-24c1-496f-8965-b4ad86e9f6a9,2018-08-14T20:15:45+02:00,27.27,0.010599999999999997,IAA House 4,Cell Tower
2018-08-14T20:30:00+02:00,8b8d1fba-41ec-454f-9812-a4bf997f21fc,2018-08-14T20:30:30+02:00,27.27,0.022799999999999997,IAA House 4,Cell Tower
2018-08-14T20:30:00+02:00,1bcb66a1-53c4-4d20-a5f8-bfa95004b141,2018-08-14T20:30:45+02:00,27.27,0.0022000000000000027,IAA House 1,Cell Tower
2018-08-14T20:45:00+02:00,10d3143f-5bf3-408f-86d6-0fc454aa9425,2018-08-14T20:45:30+02:00,27.27,0.025,IAA House 1,Cell Tower
2018-08-14T21:00:00+02:00,e660b6a1-f6c8-4e8b-81d8-15c6b5dab701,2018-08-14T21:00:30+02:00,27.27,0.025,IAA House 4,Cell Tower
2018-08-14T21:15:00+02:00,6043f723-be6d-4241-8b21-f2b45910876c,2018-08-14T21:15:30+02:00,27.27,0.025,IAA House 4,Cell Tower
2018-08-14T21:30:00+02:00,7918ac92-e51a-4ee8-9af7-a330360ac4a2,2018-08-14T21:30:30+02:00,27.27,0.025,IAA House 4,Cell Tower
2018-08-14T21:45:00+02:00,b5191639-ab53-4f11-8065-86e44384b325,2018-08-14T21:45:30+02:00,27.27,0.025,IAA House 4,Cell Tower
2018-08-14T22:00:00+02:00,63dce279-db87-4597-b343-13eb43218bed,2018-08-14T22:00:30+02:00,27.27,0.025,IAA House 1,Cell Tower
2018-08-14T22:15:00+02:00,3c3a7e30-2227-4a46-8385-3c8d7f4642b8,2018-08-14T22:15:30+02:00,27.27,0.009699999999998252,IAA House 1,Cell Tower
2018-08-14T22:15:00+02:00,0c1c4bfa-bc82-4861-b72c-b61bd7622221,2018-08-14T22:15:45+02:00,27.27,0.005200000000000739,IAA House 4,Cell Tower
