1301788740,1.607533333
1301788680,1.726533333
1301788620,1.843850000
1301788560,2.000233333
1301788500,1.862850000
1301788440,1.861016667
1301788380,1.779950000
1301788320,2.034750000
1301788260,2.049366667
1301788200,2.050066667
1301788140,2.052716667
1301788080,2.049800000
1301788020,2.053733333
1301787960,2.047383333
1301787900,2.051533333
1301787840,2.051966667
1301787780,2.049866667
1301787720,2.055716667
1301787660,2.050650000
1301787600,2.050833333
1301787540,2.052250000
1301787480,2.040066667
1301787420,2.006683333
1301787360,2.002033333
1301787300,2.005750000
1301787240,2.004983333
1301787180,2.005116667
1301787120,2.022716667
1301787060,1.980316667
1301787000,1.947716667
1301786940,1.946066667
1301786880,1.963166667
1301786820,1.950133333
1301786760,1.939866667
1301786700,1.940750000
1301786640,1.939716667
1301786580,1.936400000
1301786520,1.967833333
1301786460,2.089566667
1301786400,2.189666667
1301786340,2.160800000
1301786280,2.284683333
1301786220,2.264800000
1301786160,2.497616667
1301786100,2.025916667
1301786040,2.026116667
1301785980,2.027016667
1301785920,2.041633333
1301785860,2.120350000
1301785800,2.291866667
1301785740,2.320683333
1301785680,2.411133333
1301785620,2.433783333
1301785560,2.497083333
1301785500,2.505433333
1301785440,2.357866667
1301785380,2.270783333
1301785320,2.376833333
1301785260,2.492083333
1301785200,2.190050000
1301785140,2.186550000
1301785080,2.193133333
1301785020,2.191333333
1301784960,2.203133333
1301784900,2.252850000
1301784840,2.253166667
1301784780,2.258433333
1301784720,2.138433333
1301784660,2.228150000
1301784600,2.240416667
1301784540,2.240850000
1301784480,2.236550000
1301784420,2.233066667
1301784360,2.232983333
1301784300,2.243916667
1301784240,2.255783333
1301784180,2.091300000
1301784120,2.098700000
1301784060,1.788700000
1301784000,1.673483333
1301783940,1.755550000
1301783880,1.779950000
1301783820,1.787833333
1301783760,2.153416667
1301783700,2.173866667
1301783640,2.306816667
1301783580,2.421766667
1301783520,2.423283333
1301783460,2.430800000
1301783400,2.349833333
1301783340,2.342016667
1301783280,2.299033333
1301783220,2.196400000
1301783160,2.376616667
1301783100,2.404283333
1301783040,2.316816667
1301782980,2.285966667
1301782920,2.287783333
1301782860,2.350466667
1301782800,2.407350000
1301782740,2.572466667
1301782680,2.579666667
1301782620,2.656433333
1301782560,2.660083333
1301782500,2.622916667
1301782440,2.373083333
1301782380,2.624516667
1301782320,2.529533333
1301782260,2.480900000
1301782200,2.360050000
1301782140,2.070600000
1301782080,1.932783333
1301782020,1.601866667
1301781960,1.538050000
1301781900,1.460166667
1301781840,1.457850000
1301781780,1.460733333
1301781720,1.467683333
1301781660,1.469116667
1301781600,1.472616667
1301781540,1.468783333
1301781480,1.469116667
1301781420,1.481616667
1301781360,1.403683333
1301781300,1.321033333
1301781240,1.317716667
1301781180,1.287150000
1301781120,1.210650000
1301781060,1.208566667
1301781000,1.210483333
1301780940,1.207366667
1301780880,1.207100000
1301780820,1.209250000
1301780760,1.206783333
1301780700,1.213350000
1301780640,1.207983333
1301780580,1.208733333
1301780520,1.207683333
1301780460,1.205966667
1301780400,1.209816667
1301780340,1.205550000
1301780280,1.208283333
1301780220,1.209816667
1301780160,1.240666667
1301780100,1.320350000
1301780040,1.316466667
1301779980,1.318450000
1301779920,1.354633333
1301779860,1.454566667
1301779800,1.458366667
1301779740,1.452900000
1301779680,1.454233333
1301779620,1.454100000
1301779560,1.453016667
1301779500,1.459250000
1301779440,1.454000000
1301779380,1.456950000
1301779320,1.456600000
1301779260,1.369883333
1301779200,1.352116667
1301779140,1.348833333
1301779080,1.351450000
1301779020,1.351300000
1301778960,1.349550000
1301778900,1.355616667
1301778840,1.352066667
1301778780,1.358333333
1301778720,1.358616667
1301778660,1.357450000
1301778600,1.362516667
1301778540,1.368983333
1301778480,1.330916667
1301778420,1.211983333
1301778360,1.210550000
1301778300,1.212816667
1301778240,1.281450000
1301778180,1.319000000
1301778120,1.319883333
1301778060,1.316616667
1301778000,1.319050000
